hour,model_price_eur_mwh,actual_price_eur_mwh
223,100.29807692307692,139.47
224,100.29807692307692,136.92
225,100.29807692307692,123.57
226,100.29807692307692,113.59
227,100.29807692307692,107.43
228,100.29807692307692,105.01
229,100.29807692307692,110.01
230,100.29807692307692,128.69
231,100.29807692307692,134.87
232,100.29807692307692,142.56
233,100.29807692307692,144.12
234,100.29807692307692,141.05
235,100.29807692307692,134.82
236,100.29807692307692,122.51
237,100.29807692307692,119.77
238,100.29807692307692,111.71
239,100.29807692307692,106.64
240,93.77441860465117,98.99
241,93.77441860465117,95.71
242,93.77441860465117,89.45
243,93.77441860465117,88.35
244,93.77441860465117,88.4
245,93.77441860465117,88.13
246,93.77441860465117,94.68
247,93.77441860465117,107.65
248,93.77441860465117,103.14
249,93.77441860465117,101.13
250,93.77441860465117,99.56
251,93.77441860465117,96.74
252,93.77441860465117,93.15
253,93.77441860465117,94.9
254,93.77441860465117,104.89
255,93.77441860465117,112.12
256,93.77441860465117,119.8
257,93.77441860465117,122.34
258,93.77441860465117,114.85
259,93.77441860465117,111.19
260,93.77441860465117,104.8
261,93.77441860465117,103.07
262,93.77441860465117,105.69
263,93.77441860465117,83.58
264,93.77441860465117,83.79
265,93.77441860465117,86.75
266,93.77441860465117,84.2
267,93.77441860465117,85.0
268,93.77441860465117,83.75
269,93.77441860465117,85.9
270,93.77441860465117,101.75
271,100.29807692307692,114.67
272,100.29807692307692,120.07
273,100.29807692307692,117.77
274,100.29807692307692,105.61
275,100.29807692307692,102.99
276,93.77441860465117,99.61
277,100.29807692307692,104.74
278,100.29807692307692,118.7
279,100.29807692307692,132.92
280,128.1875,141.0
281,128.1875,146.66
282,128.1875,143.66
283,100.29807692307692,134.86
284,100.29807692307692,127.49
285,100.29807692307692,121.2
286,100.29807692307692,114.9
287,100.29807692307692,112.39
288,100.29807692307692,105.07
289,100.29807692307692,104.46
290,100.29807692307692,100.37
291,100.29807692307692,100.0
292,100.29807692307692,110.11
293,128.1875,140.28
294,128.1875,181.92
295,128.1875,223.09
296,128.1875,174.09
297,128.1875,141.69
298,100.29807692307692,115.73
299,100.29807692307692,104.1
300,100.29807692307692,103.04
301,100.29807692307692,104.67
302,100.29807692307692,138.2
303,128.1875,142.62
304,128.1875,149.0
305,128.1875,149.0
306,128.1875,139.73
307,100.29807692307692,123.18
308,100.29807692307692,120.22
309,100.29807692307692,115.57
310,100.29807692307692,102.31
311,97.01754975000001,106.38
312,97.01754975000001,103.7
313,97.01754975000001,99.08
314,97.01754975000001,97.99
315,97.01754975000001,101.88
316,100.29807692307692,107.64
317,100.29807692307692,123.4
318,100.29807692307692,156.62
319,100.29807692307692,184.03
320,100.29807692307692,151.86
321,100.29807692307692,117.62
322,100.29807692307692,109.31
323,100.29807692307692,103.11
324,100.29807692307692,108.11
325,100.29807692307692,115.35
326,100.29807692307692,125.35
327,100.29807692307692,141.97
328,100.29807692307692,165.86
329,100.29807692307692,170.07
330,100.29807692307692,158.38
331,100.29807692307692,135.46
332,100.29807692307692,117.69
333,100.29807692307692,121.0
334,100.29807692307692,121.76
335,100.29807692307692,108.28
336,97.01754975000001,107.72
337,97.01754975000001,108.41
338,100.29807692307692,108.04
339,100.29807692307692,108.75
340,100.29807692307692,114.92
341,128.1875,134.49
342,128.1875,191.79
343,128.1875,307.24
344,128.1875,315.02
345,128.1875,311.03
346,128.1875,304.8
347,128.1875,311.02
348,128.1875,309.34
349,128.1875,285.83
350,128.1875,301.74
351,128.1875,333.52
352,128.1875,377.99
353,128.1875,324.74
354,128.1875,270.09
355,128.1875,181.66
356,128.1875,150.87
357,128.1875,141.16
358,128.1875,123.9
359,100.29807692307692,126.33
360,100.29807692307692,119.12
361,100.29807692307692,117.62
362,100.29807692307692,115.03
363,100.29807692307692,115.75
364,100.29807692307692,123.27
365,128.1875,138.7
366,128.1875,173.04
367,128.1875,199.65
368,128.1875,175.0
369,128.1875,151.9
370,128.1875,140.64
371,128.1875,131.13
372,128.1875,130.58
373,128.1875,138.42
374,128.1875,163.04
375,128.1875,179.2
376,128.1875,191.56
377,128.1875,184.32
378,128.1875,179.97
379,128.1875,159.6
380,128.1875,141.6
381,100.29807692307692,135.29
382,100.29807692307692,123.75
383,100.29807692307692,118.87
384,100.29807692307692,118.39
385,100.29807692307692,115.71
386,100.29807692307692,114.72
387,100.29807692307692,115.48
388,100.29807692307692,122.16
389,128.1875,140.8
390,128.1875,175.01
391,128.1875,208.13
392,128.1875,175.34
393,128.1875,158.0
394,128.1875,140.73
395,128.1875,126.44
396,128.1875,124.03
397,128.1875,132.99
398,128.1875,151.98
399,128.1875,170.21
400,128.1875,178.79
401,128.1875,179.92
402,128.1875,174.22
403,128.1875,157.91
404,128.1875,145.0
405,128.1875,139.97
406,100.29807692307692,126.84
407,100.29807692307692,125.29
408,100.29807692307692,121.05
409,100.29807692307692,120.98
410,100.29807692307692,118.85
411,100.29807692307692,116.46
412,100.29807692307692,119.77
413,100.29807692307692,119.75
414,100.29807692307692,133.39
415,108.84037860576925,145.63
416,108.84037860576925,144.1
417,100.29807692307692,131.21
418,100.29807692307692,121.56
419,100.29807692307692,118.87
420,100.29807692307692,115.01
421,100.29807692307692,119.32
422,100.29807692307692,133.32
423,128.1875,149.71
424,128.1875,164.59
425,128.1875,167.57
426,128.1875,167.85
427,128.1875,156.12
428,100.29807692307692,143.42
429,100.29807692307692,136.4
430,100.29807692307692,129.36
431,100.29807692307692,129.73
432,100.29807692307692,124.2
433,100.29807692307692,123.05
434,100.29807692307692,121.24
435,100.29807692307692,120.18
436,100.29807692307692,120.0
437,100.29807692307692,121.57
438,100.29807692307692,123.33
439,100.29807692307692,123.6
440,100.29807692307692,125.16
441,100.29807692307692,125.19
442,97.01754975000001,121.56
443,97.01754975000001,112.25
444,97.01754975000001,107.51
445,100.29807692307692,116.81
446,100.29807692307692,126.29
447,100.29807692307692,140.15
448,108.84037860576925,149.67
449,108.84037860576925,159.04
450,100.29807692307692,156.6
451,100.29807692307692,149.06
452,100.29807692307692,139.26
453,100.29807692307692,130.99
454,100.29807692307692,122.94
455,100.29807692307692,122.27
456,100.29807692307692,119.44
457,100.29807692307692,116.56
458,100.29807692307692,114.41
459,100.29807692307692,115.45
460,100.29807692307692,127.54
461,128.1875,161.71
462,128.1875,276.48
463,128.1875,431.99
464,128.1875,291.7
465,128.1875,236.29
466,128.1875,187.48
467,128.1875,176.0
468,128.1875,171.39
469,128.1875,191.85
470,128.1875,277.17
471,128.1875,402.12
472,128.1875,583.4
473,128.1875,473.28
474,128.1875,295.57
475,128.1875,220.0
476,128.1875,170.0
477,128.1875,152.51
478,100.29807692307692,137.98
479,100.29807692307692,127.52
480,100.29807692307692,121.65
481,100.29807692307692,116.67
482,100.29807692307692,113.86
483,100.29807692307692,113.54
484,100.29807692307692,122.34
485,128.1875,142.2
486,128.1875,190.06
487,128.1875,248.32
488,128.1875,211.68
489,128.1875,198.05
490,128.1875,161.5
491,118.128384,147.44
492,118.128384,142.83
493,128.1875,150.05
494,128.1875,173.43
495,128.1875,212.13
496,128.1875,301.15
497,128.1875,251.93
498,128.1875,202.68
499,128.1875,174.84
500,128.1875,155.19
501,128.1875,138.6
502,100.29807692307692,125.29
503,100.29807692307692,128.0
504,100.29807692307692,125.06
505,100.29807692307692,122.22
506,100.29807692307692,121.66
507,100.29807692307692,123.16
508,100.29807692307692,128.32
509,128.1875,156.92
510,128.1875,208.25
511,128.1875,238.6
512,128.1875,199.41
513,100.29807692307692,179.06
514,100.29807692307692,172.94
515,100.29807692307692,165.0
516,100.29807692307692,170.0
517,100.29807692307692,179.92
518,100.29807692307692,195.67
519,100.29807692307692,199.04
520,100.29807692307692,208.99
521,100.29807692307692,180.43
522,100.29807692307692,167.08
523,100.29807692307692,134.49
524,100.29807692307692,127.78
525,100.29807692307692,128.09
526,100.29807692307692,114.68
527,93.77441860465117,113.7
528,93.77441860465117,108.88
529,93.77441860465117,105.58
530,93.77441860465117,100.01
531,93.77441860465117,97.59
532,93.77441860465117,100.01
533,93.77441860465117,106.41
534,100.29807692307692,136.6
535,100.29807692307692,159.03
536,100.29807692307692,155.42
537,93.77441860465117,130.94
538,93.77441860465117,116.1
539,93.77441860465117,94.93
540,93.77441860465117,88.56
541,93.77441860465117,85.86
542,93.77441860465117,89.8
543,100.29807692307692,89.87
544,100.29807692307692,106.75
545,100.29807692307692,112.0
546,100.29807692307692,101.87
547,93.77441860465117,86.36
548,93.77441860465117,74.28
549,93.77441860465117,75.68
550,93.77441860465117,58.23
551,84.35263157894737,69.03
552,84.35263157894737,58.16
553,84.35263157894737,45.05
554,84.35263157894737,40.6
555,84.35263157894737,50.17
556,93.77441860465117,73.2
557,93.77441860465117,85.44
558,93.77441860465117,109.16
559,93.77441860465117,116.23
560,93.77441860465117,96.34
561,93.77441860465117,88.9
562,84.35263157894737,78.44
563,84.35263157894737,76.48
564,84.35263157894737,74.69
565,84.35263157894737,74.51
566,84.35263157894737,74.51
567,93.77441860465117,75.25
568,93.77441860465117,83.02
569,93.77441860465117,88.59
570,93.77441860465117,91.78
571,93.77441860465117,84.99
572,93.77441860465117,80.79
573,84.35263157894737,91.97
574,84.35263157894737,86.29
575,84.35263157894737,59.04
576,84.35263157894737,64.96
577,84.35263157894737,63.55
578,84.35263157894737,67.17
579,84.35263157894737,76.77
580,84.35263157894737,76.89
581,84.35263157894737,79.32
582,84.35263157894737,76.89
583,91.53846308479532,88.99
584,91.53846308479532,87.31
585,84.35263157894737,86.32
586,84.35263157894737,88.15
587,84.35263157894737,82.55
588,84.35263157894737,81.98
589,93.77441860465117,89.0
590,93.77441860465117,111.07
591,100.29807692307692,132.97
592,100.29807692307692,145.85
593,100.29807692307692,151.0
594,100.29807692307692,147.53
595,100.29807692307692,137.6
596,100.29807692307692,134.61
597,100.29807692307692,132.26
598,100.29807692307692,122.03
599,100.29807692307692,126.21
600,93.77441860465117,115.79
601,93.77441860465117,111.3
602,93.77441860465117,106.85
603,93.77441860465117,105.43
604,93.77441860465117,107.86
605,93.77441860465117,110.6
606,93.77441860465117,117.62
607,93.77441860465117,124.17
608,93.77441860465117,121.97
609,93.77441860465117,105.51
610,93.77441860465117,102.57
611,93.77441860465117,96.73
612,93.77441860465117,90.02
613,93.77441860465117,92.52
614,93.77441860465117,111.63
615,100.29807692307692,125.92
616,100.29807692307692,132.77
617,100.29807692307692,118.94
618,93.77441860465117,90.32
619,93.77441860465117,78.93
620,93.77441860465117,68.26
621,93.77441860465117,49.25
622,84.35263157894737,23.89
623,84.35263157894737,40.14
624,84.35263157894737,35.26
625,84.35263157894737,26.38
626,84.35263157894737,14.07
627,84.35263157894737,10.1
628,84.35263157894737,21.52
629,84.35263157894737,34.1
630,93.77441860465117,56.99
631,93.77441860465117,71.76
632,93.77441860465117,62.96
633,93.77441860465117,45.57
634,93.77441860465117,40.11
635,93.77441860465117,35.66
636,93.77441860465117,38.37
637,93.77441860465117,53.95
638,93.77441860465117,86.79
639,93.77441860465117,102.46
640,93.77441860465117,118.56
641,93.77441860465117,118.67
642,93.77441860465117,100.05
643,93.77441860465117,94.07
644,93.77441860465117,85.08
645,93.77441860465117,82.26
646,84.35263157894737,69.28
647,84.35263157894737,76.92
648,84.35263157894737,71.53
649,84.35263157894737,57.33
650,93.77441860465117,69.28
651,93.77441860465117,76.92
652,93.77441860465117,77.59
653,93.77441860465117,98.22
654,100.29807692307692,125.45
655,100.29807692307692,147.5
656,100.29807692307692,135.3
657,100.29807692307692,120.53
658,100.29807692307692,116.34
659,100.29807692307692,114.75
660,100.29807692307692,117.39
661,100.29807692307692,121.33
662,100.29807692307692,139.91
663,100.29807692307692,147.0
664,100.29807692307692,149.6
665,100.29807692307692,134.94
666,100.29807692307692,128.9
667,100.29807692307692,94.76
668,93.77441860465117,87.26
669,93.77441860465117,79.8
670,93.77441860465117,64.43
671,84.35263157894737,87.72
672,84.35263157894737,83.39
673,84.35263157894737,78.16
674,84.35263157894737,75.64
675,84.35263157894737,79.01
676,93.77441860465117,86.98
677,93.77441860465117,93.14
678,93.77441860465117,141.42
679,100.29807692307692,142.54
680,93.77441860465117,130.45
681,93.77441860465117,105.05
682,93.77441860465117,89.25
683,84.35263157894737,85.0
684,84.35263157894737,85.53
685,84.35263157894737,87.67
686,93.77441860465117,102.75
687,93.77441860465117,132.66
688,100.29807692307692,149.57
689,100.29807692307692,150.09
690,100.29807692307692,146.3
691,100.29807692307692,131.95
692,93.77441860465117,119.65
693,93.77441860465117,111.99
694,93.77441860465117,99.33
695,93.77441860465117,92.41
696,93.77441860465117,92.43
697,93.77441860465117,93.33
698,93.77441860465117,92.95
699,93.77441860465117,92.43
700,100.29807692307692,108.65
701,100.29807692307692,139.83
702,108.84037860576925,152.64
703,123.90274488657839,160.3
704,108.84037860576925,151.51
705,100.29807692307692,135.09
706,100.29807692307692,123.25
707,100.29807692307692,115.89
708,100.29807692307692,113.3
709,100.29807692307692,129.41
710,100.29807692307692,153.22
711,123.90274488657839,160.87
712,123.90274488657839,180.36
713,123.90274488657839,176.58
714,123.9027448865784,161.28
715,100.29807692307692,150.2
716,100.29807692307692,134.17
717,100.29807692307692,126.46
718,93.77441860465117,120.2
719,93.77441860465117,120.0
720,93.77441860465117,117.08
721,93.77441860465117,113.89
722,93.77441860465117,113.12
723,93.77441860465117,115.98
724,93.77441860465117,120.74
725,100.29807692307692,131.87
726,100.29807692307692,157.97
727,100.29807692307692,163.7
728,100.29807692307692,154.82
729,100.29807692307692,130.1
730,100.29807692307692,126.2
731,100.29807692307692,120.06
732,100.29807692307692,121.19
733,100.29807692307692,119.76
734,100.29807692307692,149.87
735,128.1875,168.26
736,128.1875,185.26
737,128.1875,184.48
738,128.1875,178.99
739,128.1875,162.66
740,100.29807692307692,152.7
741,100.29807692307692,144.31
742,100.29807692307692,131.41
743,100.29807692307692,136.93
744,100.29807692307692,129.42
745,100.29807692307692,124.24
746,100.29807692307692,119.12
747,100.29807692307692,118.86
748,100.29807692307692,120.54
749,100.29807692307692,127.1
750,100.29807692307692,144.74
751,100.29807692307692,153.46
752,100.29807692307692,142.44
753,100.29807692307692,128.4
754,97.01754975000001,120.08
755,97.01754975000001,110.29
756,97.01754975000001,103.4
757,97.01754975000001,113.7
758,100.29807692307692,129.49
759,100.29807692307692,154.43
760,128.1875,168.27
761,128.1875,167.51
762,128.1875,162.98
763,100.29807692307692,156.6
764,100.29807692307692,145.24
765,100.29807692307692,141.73
766,100.29807692307692,131.74
767,100.29807692307692,133.26
768,100.29807692307692,126.91
769,100.29807692307692,122.99
770,100.29807692307692,120.66
771,100.29807692307692,122.34
772,100.29807692307692,123.41
773,100.29807692307692,128.09
774,100.29807692307692,135.9
775,100.29807692307692,137.3
776,100.29807692307692,137.7
777,100.29807692307692,130.04
778,97.01754975000001,129.33
779,97.01754975000001,122.24
780,97.01754975000001,111.88
781,97.01754975000001,116.42
782,100.29807692307692,127.97
783,100.29807692307692,151.21
784,128.1875,164.03
785,128.1875,172.49
786,128.1875,173.95
787,128.1875,165.5
788,100.29807692307692,155.77
789,100.29807692307692,148.44
790,100.29807692307692,133.24
791,100.29807692307692,129.54
792,100.29807692307692,126.63
793,100.29807692307692,124.72
794,100.29807692307692,120.04
795,100.29807692307692,123.24
796,100.29807692307692,127.77
797,128.1875,159.18
798,128.1875,207.88
799,128.1875,243.23
800,128.1875,178.04
801,128.1875,149.95
802,100.29807692307692,126.05
803,100.29807692307692,117.27
804,100.29807692307692,115.29
805,100.29807692307692,124.18
806,128.1875,145.86
807,128.1875,170.71
808,128.1875,216.0
809,128.1875,200.73
810,128.1875,201.1
811,128.1875,167.74
812,128.1875,153.0
813,128.1875,144.23
814,100.29807692307692,135.81
815,100.29807692307692,132.4
816,100.29807692307692,125.54
817,100.29807692307692,123.18
818,100.29807692307692,123.99
819,100.29807692307692,123.25
820,100.29807692307692,127.63
821,128.1875,155.42
822,128.1875,192.24
823,128.1875,211.99
824,128.1875,163.31
825,128.1875,136.53
826,100.29807692307692,126.57
827,100.29807692307692,116.89
828,100.29807692307692,113.17
829,100.29807692307692,120.09
830,100.29807692307692,127.47
831,128.1875,164.81
832,128.1875,168.99
833,128.1875,175.0
834,128.1875,162.04
835,100.29807692307692,145.01
836,100.29807692307692,132.43
837,100.29807692307692,129.42
838,100.29807692307692,120.62
839,100.29807692307692,113.34
840,97.01754975000001,109.67
841,97.01754975000001,109.4
842,97.01754975000001,108.18
843,97.01754975000001,115.17
844,100.29807692307692,122.42
845,100.29807692307692,139.81
846,128.1875,165.32
847,128.1875,180.81
848,128.1875,159.33
849,128.1875,132.19
850,128.1875,119.96
851,100.29807692307692,115.46
852,100.29807692307692,118.8
853,100.29807692307692,128.85
854,128.1875,144.12
855,128.1875,160.58
856,128.1875,177.19
857,128.1875,189.9
858,128.1875,189.63
859,128.1875,170.0
860,128.1875,155.42
861,128.1875,143.7
862,100.29807692307692,133.21
863,100.29807692307692,133.67
864,100.29807692307692,129.57
865,100.29807692307692,125.87
866,100.29807692307692,125.0
867,100.29807692307692,125.01
868,100.29807692307692,135.28
869,128.1875,156.12
870,128.1875,180.09
871,128.1875,219.42
872,128.1875,178.99
873,128.1875,160.14
874,128.1875,152.56
875,128.1875,147.89
876,128.1875,145.48
877,128.1875,137.79
878,128.1875,150.8
879,128.1875,164.89
880,128.1875,171.59
881,128.1875,170.48
882,128.1875,162.95
883,100.29807692307692,141.33
884,100.29807692307692,131.26
885,100.29807692307692,134.0
886,93.77441860465117,121.95
887,93.77441860465117,126.05
888,93.77441860465117,112.7
889,93.77441860465117,108.82
890,93.77441860465117,105.0
891,93.77441860465117,104.81
892,93.77441860465117,105.07
893,93.77441860465117,112.39
894,93.77441860465117,141.66
895,93.77441860465117,164.21
896,93.77441860465117,150.36
897,93.77441860465117,133.88
898,93.77441860465117,115.14
899,93.77441860465117,111.49
900,93.77441860465117,106.77
901,93.77441860465117,109.59
902,93.77441860465117,111.68
903,93.77441860465117,126.61
904,100.29807692307692,142.85
905,100.29807692307692,149.05
906,93.77441860465117,144.32
907,93.77441860465117,126.93
908,93.77441860465117,100.0
909,93.77441860465117,98.72
910,93.77441860465117,100.14
911,93.77441860465117,81.34
912,93.77441860465117,84.85
913,93.77441860465117,85.8
914,93.77441860465117,87.08
915,93.77441860465117,89.69
916,93.77441860465117,90.99
917,93.77441860465117,90.8
918,93.77441860465117,95.31
919,93.77441860465117,111.11
920,93.77441860465117,92.68
921,93.77441860465117,79.42
922,93.77441860465117,68.75
923,93.77441860465117,67.71
924,93.77441860465117,79.85
925,93.77441860465117,89.85
926,93.77441860465117,118.0
927,100.29807692307692,140.87
928,100.29807692307692,150.0
929,100.29807692307692,160.49
930,100.29807692307692,161.1
931,100.29807692307692,156.42
932,100.29807692307692,149.0
933,100.29807692307692,144.0
934,100.29807692307692,136.31
935,100.29807692307692,135.0
936,100.29807692307692,134.51
937,100.29807692307692,130.18
938,93.77441860465117,119.3
939,93.77441860465117,116.79
940,93.77441860465117,117.0
941,93.77441860465117,117.0
942,100.29807692307692,133.43
943,100.29807692307692,136.77
944,93.77441860465117,123.97
945,93.77441860465117,114.79
946,93.77441860465117,105.65
947,93.77441860465117,98.71
948,93.77441860465117,95.53
949,93.77441860465117,109.9
950,93.77441860465117,120.4
951,100.29807692307692,141.96
952,100.29807692307692,148.58
953,100.29807692307692,161.93
954,100.29807692307692,156.13
955,100.29807692307692,150.65
956,100.29807692307692,142.92
957,100.29807692307692,143.0
958,93.77441860465117,127.97
959,93.77441860465117,118.58
960,93.77441860465117,111.82
961,93.77441860465117,109.22
962,93.77441860465117,106.29
963,93.77441860465117,105.85
964,93.77441860465117,112.0
965,100.29807692307692,145.38
966,100.29807692307692,162.02
967,100.29807692307692,181.36
968,100.29807692307692,163.18
969,100.29807692307692,135.9
970,100.29807692307692,115.28
971,100.29807692307692,109.36
972,100.29807692307692,109.74
973,93.77441860465117,123.07
974,100.29807692307692,128.54
975,100.29807692307692,133.58
976,100.29807692307692,133.82
977,100.29807692307692,142.11
978,100.29807692307692,114.85
979,93.77441860465117,94.37
980,93.77441860465117,91.48
981,93.77441860465117,88.87
982,93.77441860465117,87.38
983,93.77441860465117,77.45
984,93.77441860465117,71.1
985,93.77441860465117,71.62
986,93.77441860465117,74.89
987,93.77441860465117,77.45
988,93.77441860465117,87.44
989,100.29807692307692,100.46
990,100.29807692307692,134.93
991,100.29807692307692,155.53
992,100.29807692307692,141.42
993,100.29807692307692,96.65
994,100.29807692307692,92.78
995,100.29807692307692,97.68
996,100.29807692307692,111.11
997,100.29807692307692,123.46
998,100.29807692307692,143.69
999,100.29807692307692,144.47
1000,100.29807692307692,159.97
1001,100.29807692307692,168.19
1002,100.29807692307692,167.45
1003,100.29807692307692,162.63
1004,100.29807692307692,148.75
1005,100.29807692307692,142.95
1006,100.29807692307692,128.24
1007,93.77441860465117,129.13
1008,93.77441860465117,127.77
1009,93.77441860465117,126.82
1010,93.77441860465117,126.59
1011,93.77441860465117,128.74
1012,100.29807692307692,131.24
1013,100.29807692307692,151.13
1014,100.29807692307692,163.64
1015,100.29807692307692,180.0
1016,100.29807692307692,174.92
1017,100.29807692307692,162.05
1018,100.29807692307692,144.01
1019,100.29807692307692,137.28
1020,100.29807692307692,142.03
1021,100.29807692307692,149.4
1022,100.29807692307692,159.67
1023,128.1875,173.21
1024,128.1875,184.59
1025,128.1875,197.13
